idx,sentence,P,R,F1,status
445,1958 वर्सा संगीत नाटक अकादमी हे राश्ट्रीय कला संघटनेन आयोजीत केल्ल्या इतिहासीक अखील भारतीय नृत्य चर्चासत्रान कुचीपुडीक राश्ट्रीय माचयेर पावयली.,,,,SKIP
446,"हो दीस नेपाळ्यांखातीर, चड करून विद्यार्थ्यांखातीर, शिक्षक दीस.",0.17,0.22,0.19,OK
447,"हतयां भायर ह्या अभयारण्यांत भारतीय बिबटे, रान माजरां आनी चितळांय आसात.",,,,SKIP
448,शिबिराच्या पयल्याच दिसा म्हाका म्हजें टोपणनांव मेळ्ळें.,0.25,0.06,0.1,OK
449,तुवें तुज्या दिसपट्ट्या वेवहारांत  मजत-जाय कुरवो पळोवप हीय एक बरी कल्पना.,0.12,0.29,0.17,OK
450,शैली आनी चीटशीटांचें सोपें केल्लें नेमांचें पुस्तक तुका मुळाव्या विकी मार्कअपाची याद करून दिवंक शकता.,,,,SKIP
451,म्हाताऱ्यान भांगर खणून काडलें आनी तो म्हातारो खूब गिरेस्त जालो.,0.14,0.35,0.2,OK
452,खेळाचें मैदान तसोच गोल सदांच्या फुटबॉल खेळपट्टेपरस ल्हान आसता.,0.15,0.17,0.16,OK
453,सिरियांत आनी इराकांत सुमार 500 विदेशी  झुजारी बेल्जियन आसात.,0.33,0.57,0.42,OK
454,"तिचो फुडलो चित्रपट, बेवफाई, परत खन्ना वांगडा आशिल्लो, तातूंत रजनीकांत खलनायकाचे भुमिकेंत आशिल्लो.",,,,SKIP
455,ह्या विमानाचो वापर हवाई तळांतल्यान वा विमानवाहक  झुजा-तारवांतल्यान करूंक मेळटा.,,,,SKIP
456,फ्रेंच  पुनर्जागरण आनी इटालियन काळांतले वास्तुशिल्प शैलींत ती बांदिल्ली.,0.25,0.29,0.27,OK
457,शाहजहानाची कुयदाद जहानारान घेतली आनी ताका 1666 वर्सा मरण आयलें.,,,,SKIP
