sentence,amr_penman
आयज संवसारभरांतले उणेच 30 देश लगोरी खेळटात.,"(k / play-01
   :ARG0 (c / country
            :quant (q / 30
                      :mod (m / minimum))
            :location (w / world))
   :ARG1 (g / game
            :name (n / name :op1 ""Lagori""))
   :time (t / today))"
1976 वर्सा ताणे चित्रपट मळार पांच वर्सांचो विराम घेतलो आनी ‘क्रांती’ हो क्रांतीकारी चित्रपट घेवन तो परतलो. तो त्या वर्साचो सगळ्यांत चड येणावळ कमोवपी भारतीय चित्रपट आशिल्लो.,"(a / and :op1 (a2 / and :op1 (p / pause-01 :ARG0 (p2 / person) :ARG1 (f / field :mod (f2 / film)) :duration (d / temporal-quantity :quant 5 :unit (y / year))) :op2 (r / return-01 :ARG0 p2 :time (d2 / date-entity :year 1976) :accompanier (f3 / film :name (n / name :op1 ""Kranti"") :mod (r2 / revolutionary) :mod (c / country :name (n2 / name :op1 ""India""))))) :op2 (e / earn-01 :ARG0 f3 :ARG1 (r3 / revenue) :degree (s / superlative) :time d2))"
"9, 11 आनी 15 डिसेंबरा माणेकशॉन पाकिस्तानी सैनिकांक रेडिओ प्रसारणावरवीं संबोधीत करून, शरण आयल्यार भारतीय सैन्याकडल्यान तांकां मानाची वागणूक मेळटली अशें आस्वासन दिलें.","(a / assure-01 :ARG0 (p / person :name (n / name :op1 ""Manekshaw"") :wiki ""Sam_Manekshaw"") :ARG1 (t / treat-01 :ARG0 (a2 / army :mod (c / country :name (n2 / name :op1 ""India""))) :ARG1 (s / soldier :mod (c2 / country :name (n3 / name :op1 ""Pakistan""))) :manner (h / honorable-01) :condition (s2 / surrender-01 :ARG0 s)) :ARG2 s :manner (a3 / address-02 :ARG0 p :ARG1 s :medium (b / broadcast-01 :mod (r / radio))) :time (a4 / and :op1 (d / date-entity :day 9 :month 12) :op2 (d2 / date-entity :day 11 :month 12) :op3 (d3 / date-entity :day 15 :month 12)))"
पूण राश्ट्रीय सरासरीचे तुळेंत छत्तीसगडांत बायल-दादल्याचें सरासरी प्रमाण सदांच चड बरें आशिल्लें हें स्पश्ट जाता.,"(c / clear-01
   :ARG1 (g / good-02
            :ARG1 (a / average-01
                     :ARG1 (r / ratio
                              :op1 (w / woman)
                              :op2 (m / man))
                     :location (s / state
                                  :name (n / name
                                           :op1 ""Chhattisgarh"")
                                  :wiki ""Chhattisgarh""))
            :ARG2 (a2 / average-01
                      :ARG1 r
                      :mod (n2 / nation))
            :degree (m2 / much)
            :frequency (a3 / always)))"
दुसऱ्या म्हाझुजांत ताचो विमानां तयार करपाचो कारखानो केलो.,(b / build-01 :ARG1 (f / factory :poss (h / he) :purpose (m / manufacture-01 :ARG1 (a / airplane))) :time (w / war :mod (o / ordinal-entity :value 2)))
2017 वर्सा तो के लीग चॅलेंज क्लब बुसान आयपार्कांत गेलो.,"(g / go-02
   :ARG0 (h / he)
   :destination (c / club
                  :name (n / name :op1 ""Busan"" :op2 ""IPark"")
                  :part-of (l / league
                             :name (n2 / name :op1 ""K"" :op2 ""League"" :op3 ""Challenge"")))
   :time (d / date-entity :year 2017))"
ह्या उदरगतींक लागून लोकांक जगपाक जाय ताचेपरस  चडच उत्पादन करपाक मेळ्ळें.,"(p / possible-01
   :ARG0 (p2 / person)
   :ARG1 (p3 / produce-01
             :ARG0 p2
             :degree (m / more
                         :compared-to (p4 / produce-01
                                          :ARG1-of (n / need-01
                                                       :ARG0 p2
                                                       :purpose (l / live-01
                                                                    :ARG0 p2)))))
   :cause (d / develop-01
              :mod (t / this)))"
ह्यो तिनूय घडणुको उत्तर वझरिस्तानाच्या अशांत उत्तर वाठारांत जाल्यो.,"(o / occur-01
   :ARG1 (i / incident
      :quant 3)
   :location (r / region
      :mod (r2 / restive)
      :mod (n / north)
      :part-of (c / country
         :name (n2 / name
            :op1 ""North""
            :op2 ""Waziristan"")
         :wiki ""North_Waziristan"")))"
चड करून तत्वज्ञान वा भक्ती (देवतेची वा देवीची भावनीक भक्ती) विशयांकडेन संबंदीत आसले तरी कांय धृपदांची रचणूक राजांची स्तुती करपाखातीर केल्ली.,"(c / compose-01
   :ARG1 (d / dhrupad :quant (s / some))
   :purpose (p / praise-01
      :ARG1 (k / king))
   :concession (r / relate-01
      :ARG1 d
      :ARG2 (o / or
         :op1 (p2 / philosophy)
         :op2 (b / devotion
            :mod (e / emotional)
            :topic (o2 / or
               :op1 (g / god)
               :op2 (g2 / goddess))))
      :manner (g3 / general)))"
"भीमान पुरोचनाच्या राजवाड्याक आडखळ घालून ताका उजो लायलो, ताका लागून पुरोचन स्वताच्या पापी कटाचो बळी गेल्ल्याची खात्री केली.","(c / cause-01 :ARG0 (a / and :op1 (o / obstruct-01 :ARG0 (b / person :name (n / name :op1 ""Bhima"")) :ARG1 (p / palace :poss (p2 / person :name (n2 / name :op1 ""Purochana"")))) :op2 (s / set-fire-to-01 :ARG0 b :ARG1 p)) :ARG1 (e / ensure-01 :ARG0 b :ARG1 (f / fall-victim-to-01 :ARG0 p2 :ARG1 (p3 / plot :poss p2 :mod (s2 / sinful)))))"
ताचे उपरांत तिणें नॅशनल सँट्रल युनिव्हर्सिटींत इलॅक्ट्रिकल इंजिनियरिंग करपाक सुरवात केली.,"(s / start-01
   :ARG0 (p / she)
   :ARG1 (s2 / study-01
             :ARG0 p
             :ARG1 (e / electrical-engineering)
             :location (u / university
                           :name (n / name
                                     :op1 ""National""
                                     :op2 ""Central""
                                     :op3 ""University"")))
   :time (a / after
             :op1 (t / that)))"
हो उत्सव देशभर मनयतात. सगळ्यांत भव्य उत्सव सदांच कोव्हिल मॉंटॅग्न हांगा जाता.,"(a / and
   :op1 (c / celebrate-01
           :ARG0 (p / person)
           :ARG1 (f / festival)
           :location (c2 / country))
   :op2 (t / take-place-01
           :ARG1 (f2 / festival
                    :mod (g / grand
                            :degree (s / superlative)))
           :frequency (a2 / always)
           :location (p2 / place
                          :name (n / name
                                   :op1 ""Kovil""
                                   :op2 ""Montagn""))))"
आयज लेगीत ताचे  रेंवट देगेर लोक भांगरा कणांचे अंश सोदतात.,"(s / search-01
   :ARG0 (p / person)
   :ARG1 (p2 / particle
             :mod (g / gold))
   :location (s2 / shore
                 :mod (s3 / sand)
                 :poss (i / it))
   :time (t / today
             :mod (e / even)))"
मुरगांवः मुरगांवच्या उपनगराध्यक्षपदाचेर अमेय चोपडेंकाराची बिनविरोध निवड जाली,"(e / elect-01 :ARG1 (p / person :name (n / name :op1 ""Amey"" :op2 ""Chopdenkar"")) :ARG2 (p2 / post-02 :ARG1 (d / deputy-mayor :part-of (c / city :name (n2 / name :op1 ""Mormugao"")))) :manner (u / unopposed) :location c)"
नवी तारीख आनी वेळ रोखडोच जाहीर करतले अशें जाळवणदारांनी कळीत केलां,"(i / inform-01
   :ARG0 (o / organizer)
   :ARG1 (a / announce-01
            :ARG1 (a2 / and
                     :op1 (d / date-entity
                             :mod (n / new))
                     :op2 (t / time-entity))
            :time (s / soon)))"
